"Time","  FARAZGANZ NEW BRIDGE WL_I_1H (m)"," ALEXANDER WL_I_1H (m)"," BAKKHALI RIVER  ( KHURUSHKUL) WL_I_1H (m)"," BASHKHALI  (JALKADAR CANAL) BRIDGE WL_I_1H (m)"," BEKUTIA FERRY GHAT WL_I_1H (m)"," BOLIR POL  BRIDGE WL_I_1H (m)"," CHAR AMANULLAH WL_I_1H (m)"," CHAR JABBAR RAMGOTI BRIDGE WL_I_1H (m)"," CHAR MONTAZ SLUICE GATE, BAZAR WL_I_1H (m)"," DUBLAR CHAR WL_I_1H (m)"," GABKHAN BRIDGE WL_I_1H (m)"," GODARPAR SLUICE GATE  (SANGUA BRIDGE) WL_I_1H (m)"," GOLACHIPA FERRY GHAT WL_I_1H (m)"," KALAPARA BRIDGE WL_I_1H (m)"," KARNAFULI SHAH AMANAT BRIDGE WL_I_1H (m)"," KARNAPHULI  RIVER (SUPPORT PADMA OIL COMPANY LTD.) WL_I_1H (m)"," KUAKATA (ALIPUR BRIDGE) WL_I_1H (m)"," KUMIRA (JETTY GHAT) WL_I_1H (m)"," MAYA BRIDGE WL_I_1H (m)"," MOGNAMA JETTY WL_I_1H (m)"," MOHESHKHALI (NEW JETTY GHAT) WL_I_1H (m)"," MONPURA  (HAJIRHAT LAUNCH GHAT) WL_I_1H (m)"," MOTIRHAT NEW REGULATOR (MOJU  CHOWDHURY'S HAT)  WL_I_1H (m)"," MUKTARIA  GHAT  (HATIYA NIJHUM DWIP FERRY RT) WL_I_1H (m)"," MUSAPUR REGULATOR  (SLUICE GATE) WL_I_1H (m)"," NAF RIVER WL_I_1H (m)"," RAJU-KHAL STEEL BRIDGE  (NEAR INANI BEACH) WL_I_1H (m)"," RANGABALI WL_I_1H (m)"," SANDWIP (GUPTOCHORA  JETTY GHAT) WL_I_1H (m)"," SHAPORIR DWIP  (JETTY TERMINAL) WL_I_1H (m)"," TULATULI SLUICE GATE WL_I_1H (m)","BOWLESHSWAR BAZAR (KHETACHIRA) WL_I_1H (m)","CHARFESHION (NEW SULEJ GATE) WL_I_1H (m)","GABURA HAT (BRIDGE) WL_I_1H (m)","JOYALVANGA SLUICE GATE(TALTALI) WL_I_1H (m)","MORELGANJ  BRIDGE WL_I_1H (m)","PAYRA  JETTY (THERMAL POWER PLANT) WL_I_1H (m)","ST. MARTIN  (LANDING JETTY OF ST. MARTIN) WL_I_1H (m)","THOTA  JETTY ( JAYMONI BAZAR) WL_I_1H (m)","ULANIA DASHMINA (BRIDGE) WL_I_1H (m)"
"26/07/2025 03:15:00",1.582,,,,1.536,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.561,,,,,,,,,,
"26/07/2025 03:30:00",1.527,,,,1.485,,,,,,,,,14.473,,,,,,,,,,,,,,,,-0.637,,,,,,,,,,
"26/07/2025 03:45:00",1.452,,,,1.426,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.698,,,,,,,,,,
"26/07/2025 04:00:00",1.365,,,,1.365,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.73,,,,,,,,,,
"26/07/2025 04:15:00",1.28,,,,1.303,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.739,,,,,,,,,,
"26/07/2025 04:30:00",1.208,,,,1.247,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.156,,,,,,,,,,
"26/07/2025 04:45:00",1.157,,,,1.188,,,,,,,,,14.464,,,,,,,,,,,,,,,,-0.737,,,,,,,,,,
"26/07/2025 05:00:00",1.121,,,,1.137,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.687,,,,,,,,,,
"26/07/2025 05:15:00",1.089,,,,1.096,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.589,,,,,,,,,,
"26/07/2025 05:30:00",1.057,,,,1.057,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.417,,,,,,,,,,
"26/07/2025 05:45:00",1.027,,,,1.015,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.284,,,,,,,,,,
"26/07/2025 06:00:00",0.997,,,,0.969,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.113,,,,,,,,,,
"26/07/2025 06:15:00",0.964,,,,0.931,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.052,,,,,,,,,,
"26/07/2025 06:30:00",0.935,,,,0.886,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.22,,,,,,,,,,
"26/07/2025 06:45:00",0.9,,,,0.827,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.379,,,,,,,,,,
"26/07/2025 07:00:00",0.857,,,,0.781,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.537,,,,,,,,,,
"26/07/2025 07:15:00",0.815,,,,0.742,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.692,,,,,,,,,,
"26/07/2025 07:30:00",0.753,,,,0.695,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.797,,,,,,,,,,
"26/07/2025 07:45:00",0.736,,,,0.651,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.022,,,,,,,,,,
"26/07/2025 08:00:00",0.716,,,,0.611,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.133,,,,,,,,,,
"26/07/2025 08:15:00",0.645,,,,0.568,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.274,,,,,,,,,,
"26/07/2025 08:30:00",0.621,,,,0.547,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.352,,,,,,,,,,
"26/07/2025 08:45:00",0.606,,,,0.526,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.528,,,,,,,,,,
"26/07/2025 09:00:00",0.57,,,,0.532,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.644,,,,,,,,,,
"26/07/2025 09:15:00",0.519,,,,0.491,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.693,,,,,,,,,,
"26/07/2025 09:30:00",0.466,,,,0.481,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.782,,,,,,,,,,
"26/07/2025 09:45:00",0.42,,,,0.566,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.845,,,,,,,,,,
"26/07/2025 10:00:00",0.397,,,,0.709,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.884,,,,,,,,,,
"26/07/2025 10:15:00",0.412,,,,0.903,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.892,,,,,,,,,,
"26/07/2025 10:30:00",0.499,,,,1.111,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.938,,,,,,,,,,
"26/07/2025 10:45:00",0.726,,,,1.283,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.974,,,,,,,,,,
"26/07/2025 11:00:00",0.927,,,,1.49,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.913,,,,,,,,,,
"26/07/2025 11:15:00",1.035,,,,1.597,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.867,,,,,,,,,,
"26/07/2025 11:30:00",1.159,,,,1.683,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.776,,,,,,,,,,
"26/07/2025 11:45:00",1.31,,,,2.036,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.692,,,,,,,,,,
"26/07/2025 12:00:00",1.375,,,,1.825,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.593,,,,,,,,,,
"26/07/2025 12:15:00",,,,,1.84,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.426,,,,,,,,,,
"26/07/2025 12:30:00",1.509,,,,1.844,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.307,,,,,,,,,,
"26/07/2025 12:45:00",1.576,,,,1.836,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.164,,,,,,,,,,
"26/07/2025 13:00:00",1.628,,,,1.839,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.003,,,,,,,,,,
"26/07/2025 13:15:00",1.678,,,,1.839,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.887,,,,,,,,,,
"26/07/2025 13:30:00",1.716,,,,1.844,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.752,,,,,,,,,,
"26/07/2025 13:45:00",1.754,,,,1.843,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.566,,,,,,,,,,
"26/07/2025 14:00:00",,,,,1.851,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.43,,,,,,,,,,
"26/07/2025 14:15:00",1.798,,,,1.823,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.304,,,,,,,,,,
"26/07/2025 14:30:00",1.809,,,,1.793,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.131,,,,,,,,,,
"26/07/2025 14:45:00",1.811,,,,1.769,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.019,,,,,,,,,,
"26/07/2025 15:00:00",1.81,,,,1.994,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.15,,,,,,,,,,
"26/07/2025 15:15:00",,,,,1.89,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.286,,,,,,,,,,
"26/07/2025 15:30:00",,,,,1.857,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.426,,,,,,,,,,
"26/07/2025 15:45:00",,,,,1.803,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.548,,,,,,,,,,
"26/07/2025 16:00:00",1.719,,,,1.535,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.632,,,,,,,,,,
"26/07/2025 16:15:00",1.653,,,,1.451,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.668,,,,,,,,,,
"26/07/2025 16:30:00",1.582,,,,1.37,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.706,,,,,,,,,,
"26/07/2025 16:45:00",,,,,1.314,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.796,,,,,,,,,,
"26/07/2025 17:00:00",,,,,1.273,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.851,,,,,,,,,,
"26/07/2025 17:15:00",1.376,,,,1.218,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.82,,,,,,,,,,
"26/07/2025 17:30:00",1.351,,,,1.186,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.802,,,,,,,,,,
"26/07/2025 17:45:00",1.318,,,,1.147,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.709,,,,,,,,,,
"26/07/2025 18:00:00",1.31,,,,1.133,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.592,,,,,,,,,,
"26/07/2025 18:15:00",1.282,,,,1.102,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.488,,,,,,,,,,
"26/07/2025 18:30:00",1.246,,,,1.076,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.325,,,,,,,,,,
"26/07/2025 18:45:00",1.224,,,,1.034,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.214,,,,,,,,,,
"26/07/2025 19:00:00",1.189,,,,0.992,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.087,,,,,,,,,,
"26/07/2025 19:15:00",1.152,,,,0.966,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.052,,,,,,,,,,
"26/07/2025 19:30:00",1.116,,,,0.918,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.161,,,,,,,,,,
"26/07/2025 19:45:00",,,,,0.843,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.336,,,,,,,,,,
"26/07/2025 20:00:00",1.009,,,,0.813,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.551,,,,,,,,,,
"26/07/2025 20:15:00",0.96,,,,0.768,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.722,,,,,,,,,,
"26/07/2025 20:30:00",0.915,,,,0.723,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.897,,,,,,,,,,
"26/07/2025 20:45:00",0.858,,,,0.69,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.037,,,,,,,,,,
"26/07/2025 21:00:00",0.808,,,,0.641,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.127,,,,,,,,,,
"26/07/2025 21:15:00",,,,,0.604,,,,,,,,,13.937,,,,,,,,,,,,,,,,1.25,,,,,,,,,,
"26/07/2025 21:30:00",0.682,,,,0.61,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.332,,,,,,,,,,
"26/07/2025 21:45:00",0.627,,,,0.575,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.391,,,,,,,,,,
"26/07/2025 22:00:00",0.571,,,,0.573,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.464,,,,,,,,,,
"26/07/2025 22:15:00",0.51,,,,0.591,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.448,,,,,,,,,,
"26/07/2025 22:30:00",,,,,0.642,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.491,,,,,,,,,,
"26/07/2025 22:45:00",0.446,,,,0.718,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.525,,,,,,,,,,
"26/07/2025 23:00:00",0.416,,,,0.902,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.472,,,,,,,,,,
"26/07/2025 23:15:00",0.438,,,,1.115,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.427,,,,,,,,,,
"26/07/2025 23:30:00",0.576,,,,1.273,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.379,,,,,,,,,,
"26/07/2025 23:45:00",0.804,,,,1.402,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.32,,,,,,,,,,
"27/07/2025 00:00:00",,,,,1.492,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.251,,,,,,,,,,
"27/07/2025 00:15:00",,,,,1.85,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.197,,,,,,,,,,
"27/07/2025 00:30:00",1.163,,,,1.619,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.097,,,,,,,,,,
"27/07/2025 00:45:00",1.25,,,,1.662,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.969,,,,,,,,,,
"27/07/2025 01:00:00",1.321,,,,1.826,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.847,,,,,,,,,,
"27/07/2025 01:15:00",,,,,1.734,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.709,,,,,,,,,,
"27/07/2025 01:30:00",1.436,,,,1.753,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.586,,,,,,,,,,
"27/07/2025 01:45:00",1.482,,,,1.754,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.473,,,,,,,,,,
"27/07/2025 02:00:00",1.528,,,,1.754,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.307,,,,,,,,,,
"27/07/2025 02:15:00",1.563,,,,1.74,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.17,,,,,,,,,,
"27/07/2025 02:30:00",1.606,,,,1.711,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.001,,,,,,,,,,
"27/07/2025 02:45:00",1.614,,,,1.682,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.126,,,,,,,,,,
"27/07/2025 03:00:00",1.623,,,,1.647,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.241,,,,,,,,,,
"27/07/2025 03:15:00",1.617,,,,1.602,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.369,,,,,,,,,,
"27/07/2025 03:30:00",1.602,,,,1.543,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.484,,,,,,,,,,
"27/07/2025 03:45:00",1.579,,,,1.475,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.581,,,,,,,,,,
"27/07/2025 04:00:00",1.527,,,,1.406,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.688,,,,,,,,,,
"27/07/2025 04:15:00",1.476,,,,1.352,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.746,,,,,,,,,,
"27/07/2025 04:30:00",,,,,1.296,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.798,,,,,,,,,,
"27/07/2025 04:45:00",1.311,,,,1.233,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.817,,,,,,,,,,
"27/07/2025 05:00:00",1.218,,,,1.162,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.795,,,,,,,,,,
"27/07/2025 05:15:00",,,,,1.092,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.786,,,,,,,,,,
"27/07/2025 05:30:00",1.113,,,,1.04,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.738,,,,,,,,,,
"27/07/2025 05:45:00",1.074,,,,1.005,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.604,,,,,,,,,,
"27/07/2025 06:00:00",1.022,,,,0.96,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.529,,,,,,,,,,
"27/07/2025 06:15:00",0.997,,,,0.919,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.37,,,,,,,,,,
"27/07/2025 06:30:00",0.967,,,,0.893,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.233,,,,,,,,,,
"27/07/2025 06:45:00",0.942,,,,0.857,,,,,,,,,14.538,,,,,,,,,,,,,,,,-0.093,,,,,,,,,,
"27/07/2025 07:00:00",0.919,,,,0.794,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.082,,,,,,,,,,
"27/07/2025 07:15:00",0.896,,,,0.754,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.257,,,,,,,,,,
"27/07/2025 07:30:00",0.876,,,,0.699,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.441,,,,,,,,,,
"27/07/2025 07:45:00",0.837,,,,0.638,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.628,,,,,,,,,,
"27/07/2025 08:00:00",0.808,,,,0.618,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.754,,,,,,,,,,
"27/07/2025 08:15:00",0.761,,,,0.585,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.867,,,,,,,,,,
"27/07/2025 08:30:00",0.707,,,,0.548,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.041,,,,,,,,,,
"27/07/2025 08:45:00",0.666,,,,0.509,,,,,,,,,14.478,,,,,,,,,,,,,,,,1.165,,,,,,,,,,
"27/07/2025 09:00:00",0.622,,,,0.458,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.306,,,,,,,,,,
"27/07/2025 09:15:00",0.595,,,,0.329,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.386,,,,,,,,,,
"27/07/2025 09:30:00",0.558,,,,0.439,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.5,,,,,,,,,,
"27/07/2025 09:45:00",0.523,,,,0.404,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.537,,,,,,,,,,
"27/07/2025 10:00:00",0.478,,,,0.396,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.613,,,,,,,,,,
"27/07/2025 10:15:00",0.436,,,,0.472,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.745,,,,,,,,,,
"27/07/2025 10:30:00",0.43,,,,0.573,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.792,,,,,,,,,,
"27/07/2025 10:45:00",0.426,,,,0.716,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.825,,,,,,,,,,
"27/07/2025 11:00:00",0.471,,,,0.888,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.828,,,,,,,,,,
"27/07/2025 11:15:00",0.587,,,,1.105,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.842,,,,,,,,,,
"27/07/2025 11:30:00",0.753,,,,1.267,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.828,,,,,,,,,,
"27/07/2025 11:45:00",0.917,,,,1.413,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.756,,,,,,,,,,
"27/07/2025 12:00:00",1.039,,,,1.512,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.699,,,,,,,,,,
"27/07/2025 12:15:00",1.138,,,,1.591,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.642,,,,,,,,,,
"27/07/2025 12:30:00",1.229,,,,1.636,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.565,,,,,,,,,,
"27/07/2025 12:45:00",1.289,,,,1.69,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.421,,,,,,,,,,
"27/07/2025 13:00:00",1.333,,,,1.721,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.31,,,,,,,,,,
"27/07/2025 13:15:00",1.4,,,,1.754,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.18,,,,,,,,,,
"27/07/2025 13:30:00",1.454,,,,1.748,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.052,,,,,,,,,,
"27/07/2025 13:45:00",1.507,,,,1.772,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.906,,,,,,,,,,
"27/07/2025 14:00:00",1.543,,,,1.768,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.744,,,,,,,,,,
"27/07/2025 14:15:00",1.589,,,,1.769,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.557,,,,,,,,,,
"27/07/2025 14:30:00",1.616,,,,1.649,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.428,,,,,,,,,,
"27/07/2025 14:45:00",1.635,,,,1.739,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.305,,,,,,,,,,
"27/07/2025 15:00:00",1.648,,,,1.718,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.176,,,,,,,,,,
"27/07/2025 15:15:00",1.65,,,,1.683,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.019,,,,,,,,,,
"27/07/2025 15:30:00",1.644,,,,1.644,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.144,,,,,,,,,,
"27/07/2025 15:45:00",1.639,,,,2.028,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.252,,,,,,,,,,
"27/07/2025 16:00:00",1.609,,,,1.538,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.394,,,,,,,,,,
"27/07/2025 16:15:00",1.588,,,,1.473,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.513,,,,,,,,,,
"27/07/2025 16:30:00",1.529,,,,1.411,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.623,,,,,,,,,,
"27/07/2025 16:45:00",1.464,,,,1.335,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.705,,,,,,,,,,
"27/07/2025 17:00:00",1.385,,,,1.274,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.743,,,,,,,,,,
"27/07/2025 17:15:00",1.308,,,,1.207,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.777,,,,,,,,,,
"27/07/2025 17:30:00",1.225,,,,1.144,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.829,,,,,,,,,,
"27/07/2025 17:45:00",1.191,,,,1.091,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.851,,,,,,,,,,
"27/07/2025 18:00:00",1.16,,,,1.055,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.788,,,,,,,,,,
"27/07/2025 18:15:00",1.134,,,,1.015,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.725,,,,,,,,,,
"27/07/2025 18:30:00",1.119,,,,0.983,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.625,,,,,,,,,,
"27/07/2025 18:45:00",1.094,,,,0.954,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.517,,,,,,,,,,
"27/07/2025 19:00:00",1.066,,,,0.923,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.373,,,,,,,,,,
"27/07/2025 19:15:00",1.04,,,,0.882,,,,,,,,,14.491,,,,,,,,,,,,,,,,-0.232,,,,,,,,,,
"27/07/2025 19:30:00",1.018,,,,0.839,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.113,,,,,,,,,,
"27/07/2025 19:45:00",0.982,,,,0.786,,,,,,,,,14.023,,,,,,,,,,,,,,,,0.04,,,,,,,,,,
"27/07/2025 20:00:00",0.949,,,,0.72,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.167,,,,,,,,,,
"27/07/2025 20:15:00",0.908,,,,0.679,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.327,,,,,,,,,,
"27/07/2025 20:30:00",0.858,,,,0.635,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.48,,,,,,,,,,
"27/07/2025 20:45:00",0.816,,,,0.6,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.702,,,,,,,,,,
"27/07/2025 21:00:00",0.768,,,,0.544,,,,,,,,,14.044,,,,,,,,,,,,,,,,0.873,,,,,,,,,,
"27/07/2025 21:15:00",0.714,,,,0.5,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.005,,,,,,,,,,
"27/07/2025 21:30:00",0.662,,,,0.467,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.073,,,,,,,,,,
"27/07/2025 21:45:00",0.598,,,,0.347,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.2,,,,,,,,,,
"27/07/2025 22:00:00",0.544,,,,0.47,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.244,,,,,,,,,,
"27/07/2025 22:15:00",0.482,,,,0.381,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.32,,,,,,,,,,
"27/07/2025 22:30:00",0.424,,,,0.396,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.404,,,,,,,,,,
"27/07/2025 22:45:00",0.378,,,,0.377,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.427,,,,,,,,,,
"27/07/2025 23:00:00",0.327,,,,0.444,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.47,,,,,,,,,,
"27/07/2025 23:15:00",0.295,,,,0.505,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.483,,,,,,,,,,
"27/07/2025 23:30:00",0.259,,,,0.618,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.475,,,,,,,,,,
"27/07/2025 23:45:00",0.256,,,,0.821,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.489,,,,,,,,,,
"28/07/2025 00:00:00",0.368,,,,1.025,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.418,,,,,,,,,,
"28/07/2025 00:15:00",0.585,,,,1.168,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.369,,,,,,,,,,
"28/07/2025 00:30:00",0.747,,,,1.322,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.331,,,,,,,,,,
"28/07/2025 00:45:00",0.866,,,,1.405,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.236,,,,,,,,,,
"28/07/2025 01:00:00",0.993,,,,1.472,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.107,,,,,,,,,,
"28/07/2025 01:15:00",1.099,,,,1.514,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.007,,,,,,,,,,
"28/07/2025 01:30:00",1.173,,,,1.568,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.878,,,,,,,,,,
"28/07/2025 01:45:00",1.239,,,,1.817,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.745,,,,,,,,,,
"28/07/2025 02:00:00",1.293,,,,1.487,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.596,,,,,,,,,,
"28/07/2025 02:15:00",1.342,,,,1.666,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.476,,,,,,,,,,
"28/07/2025 02:30:00",1.389,,,,1.654,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.337,,,,,,,,,,
"28/07/2025 02:45:00",1.43,,,,1.643,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.209,,,,,,,,,,
"28/07/2025 03:00:00",1.46,,,,1.624,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.087,,,,,,,,,,
